user_id,article_1,article_2,article_3,article_4,article_5
205782,96210,271262,355163,58580,336245
205783,336254,289003,57966,157478,39894
205784,331116,202355,218028,237822,199372
205785,272143,175040,324823,285343,199198
205786,59057,31836,124748,133160,235824
205787,214474,129434,31520,83534,233658
205788,272143,175040,285343,107205,64329
205789,156560,160417,162655,160974,324823
205790,168623,108855,257291,233717,271921
205791,234698,235616,95716,235870,29953
205792,183176,283505,215993,120967,119488
205793,272143,64329,162655,199198,160417
205794,336220,215674,284096,283627,277492
205795,336223,119193,352983,353445,337442
205796,199198,162655,324823,285343,175040
205797,64329,324823,162655,199198,285343
205798,272143,64329,199198,324823,162655
205799,331116,87215,162378,158541,336250
205800,272143,175040,324823,199198,285343
205801,272143,162655,64329,285343,199198
205802,336220,289090,235616,277491,234269
205803,272143,175040,324823,199198,285343
205804,289003,57966,97530,283791,285849
205805,215993,283505,233688,111043,181585
205806,96210,271262,284583,57616,277067
205807,199474,206763,337143,202652,159275
205808,272143,199198,64329,162655,285343
205809,293050,96480,124337,124350,123289
205810,158536,271551,285435,157078,235440
205811,20691,336245,96210,288440,233742
205812,70397,97082,108856,129434,83534
205813,272143,199198,324823,64329,162655
205814,293513,199474,208582,205869,337143
205815,331116,202355,159645,87215,218028
205816,343256,293513,199474,293514,168564
205817,272143,64329,285343,324823,175040
205818,20691,336245,288440,237580,233742
205819,343256,199474,168564,293513,70217
205820,331116,206785,202355,218028,199372
205821,124748,123757,124228,123818,123909
205822,272143,199198,175040,285343,324823
205823,272143,158536,64329,199198,175040
205824,183176,111043,283505,129799,233688
205825,277107,158772,235105,73271,331116
205826,272143,162655,64329,199198,160417
205827,336220,235616,234267,277491,288482
205828,272143,64329,324823,199198,162655
205829,50644,30760,36162,277107,156279
205830,272143,64329,199198,162655,166581
205831,272143,324823,175040,285343,199198
205832,336245,20691,96103,96127,337441
205833,124748,225124,123757,123909,283928
205834,331116,218028,202355,199372,237822
205835,211442,205824,205958,36162,50644
205836,272143,64329,73500,162655,160417
205837,199474,206763,202652,288528,337143
205838,199474,337143,160748,237822,288528
205839,272143,285343,64329,162655,324823
205840,272143,324823,285648,64329,157770
205841,133160,31836,288320,354389,59057
205842,123909,303565,159177,124748,129434
205843,272143,175040,324823,199198,285343
205844,348112,348109,183176,336245,348140
205845,336220,235616,156839,160142,289090
205846,336245,96210,233688,111043,96103
205847,9308,20691,233688,288440,111043
205848,168623,108855,286321,156560,157702
205849,257291,293301,289126,166377,71076
205850,336245,96210,337441,233742,288440
205851,337143,199474,293514,331128,168564
205852,272143,162655,64329,324823,175040
205853,336223,59057,48403,31836,119193
205854,343256,199474,206763,159275,205869
205855,277107,283009,331116,39894,336254
205856,183176,111043,277492,128260,235854
205857,336220,235616,277491,160142,208360
205858,205824,36162,30760,50644,156279
205859,271262,58580,284583,283764,236566
205860,331116,336254,289003,157478,277107
205861,336220,289090,234698,235616,59681
205862,272143,199198,175040,299697,285343
205863,336254,277107,352979,39894,289003
205864,64329,199198,324823,162655,285343
205865,272143,175040,199198,64329,285343
205866,183176,111043,233688,234006,108857
205867,183176,336245,348089,202637,111043
205868,133160,59057,206938,63307,285663
205869,211442,50644,202370,205958,30760
205870,211442,209122,336254,36162,30760
205871,96210,336245,20691,284773,337441
205872,272143,162655,160417,64329,158536
205873,168623,25325,276970,277068,36394
205874,257291,159473,233478,214800,111210
205875,270607,96210,156296,245041,336245
205876,156355,108856,338339,83534,124749
205877,343256,277492,277491,293513,168564
205878,254265,215613,199474,237822,157815
205879,293513,57748,96210,202652,336934
205880,336220,234267,235616,289090,277491
205881,272143,64329,199198,175040,162655
205882,272143,175040,162655,199198,285343
205883,288320,59057,31836,336223,63307
205884,205824,50644,30760,205958,234308
205885,336220,235616,289090,336221,226648
205886,288528,337143,199474,57748,336261
205887,168623,276970,95972,237524,285379
205888,272143,199198,324823,285343,162655
205889,209013,337143,293513,57748,205869
205890,272143,64329,162655,199198,158536
205891,218028,336254,57966,206785,157478
205892,96210,337441,288440,70484,31805
205893,293301,257291,289126,233717,285719
205894,337143,57748,293513,159275,58619
205895,272143,324823,175040,199198,162655
205896,123909,129434,159177,124748,233658
205897,111043,128260,119534,283505,215993
205898,237822,337143,199474,255354,288528
205899,283392,124177,284422,124194,312461
205900,156279,211455,277107,294107,209122
205901,202355,199474,218028,158541,199372
205902,218028,87215,199372,202355,237822
205903,157078,271551,187065,338350,235440
205904,183176,283505,215993,234006,128260
205905,331116,87213,87194,199372,162248
205906,272143,175040,324823,285343,162655
205907,31836,59057,42808,288320,62463
205908,97616,199474,237822,215613,161872
205909,337192,277492,284096,336220,352901
205910,272143,64329,324823,285343,273395
205911,272143,64329,160417,162655,336607
205912,30760,36162,209122,234481,50644
205913,87224,119109,233658,133160,303331
205914,183176,215993,234006,283505,111043
205915,36162,156279,211442,50644,30760
205916,272143,156447,160417,199198,156560
205917,272143,175040,324823,199198,285343
205918,124194,234411,283392,236951,235430
205919,293114,337735,240233,293050,272218
205920,272143,175040,324823,285343,199198
205921,343256,293513,168564,70217,277491
205922,202381,157478,331116,57966,97530
205923,271262,283764,336245,284583,288440
205924,352983,315105,95716,271261,336223
205925,234698,336221,95716,315105,236446
205926,235616,32082,29953,59681,242596
205927,257291,233478,111210,276946,214800
205928,293114,124749,293050,128551,313996
205929,20691,284583,300234,233742,235468
205930,50504,245161,96986,70215,158882
205931,74666,74719,76268,74722,74628
205932,162655,160417,64329,156560,160974
205933,336245,233688,160096,285533,215993
205934,168623,257291,199844,233717,289126
205935,336223,315105,271261,129591,270229
205936,233658,336380,124353,129434,124180
205937,157478,166322,331116,336254,289003
205938,272143,175040,324823,199198,285343
205939,211442,36162,30760,50644,277107
205940,59057,31836,336223,58837,133160
205941,183176,107282,111043,233688,160096
205942,272143,175040,324823,285343,199198
205943,96210,199474,57748,74722,161580
205944,272143,299697,199198,175040,162655
205945,288320,31836,133160,214206,63307
205946,96210,236266,58556,235468,250043
205947,293513,202652,57748,336934,96210
205948,48403,119193,159190,59057,271261
205949,272143,324823,64329,285343,273395
205950,158536,299697,199198,324823,162655
205951,156355,336380,214474,272218,108856
205952,96210,57748,14748,337143,8497
205953,183176,348112,108856,336245,215993
205954,50644,36162,30760,70986,234481
205955,336220,336221,289090,234269,234698
205956,96210,202416,236566,277067,284583
205957,245161,96210,50504,158882,96986
205958,272143,324823,175040,199198,162655
205959,156355,108856,124749,128551,83534
205960,272143,64329,162655,160417,166581
205961,336254,157478,57966,199372,202355
205962,336223,119193,129165,315105,95716
205963,354086,336220,235854,284096,337192
205964,336220,289090,235616,234267,336221
205965,183176,181585,336220,236673,284339
205966,272143,175040,199198,64329,299697
205967,36162,205824,211455,30760,156279
205968,336245,271262,270607,285377,158882
205969,336245,288440,96210,183176,31805
205970,272143,64329,199198,324823,285343
205971,183176,283505,234006,111043,215993
205972,272143,175040,324823,285343,162655
205973,336245,293513,96210,285377,168401
205974,272143,199198,64329,166581,162655
205975,337735,284985,272218,293114,160940
205976,272143,64329,199198,162655,299697
205977,183176,336245,233688,215993,283505
205978,211442,205824,30760,156279,70986
205979,272143,158536,64329,162655,156447
205980,124749,160940,284985,158906,338339
205981,272143,285343,175040,324823,162655
205982,272143,336928,64329,324823,162655
205983,272143,182394,199198,162655,235715
205984,123909,156355,129434,293114,240233
205985,336245,20691,288440,337441,32088
205986,257291,293301,289126,233717,236220
205987,159275,58619,337143,158882,293513
205988,199198,162655,64329,175040,285343
205989,57748,293513,96210,58619,235443
205990,124194,236444,283392,124748,124352
205991,277107,352979,39894,30389,283009
205992,331116,218028,87215,87213,87181
205993,272143,162655,285343,175040,324823
205994,30760,50644,209122,277107,234481
205995,293301,257291,233717,289126,166377
205996,272143,64329,162655,160417,199198
205997,211442,36162,30760,50644,74722
205998,36162,283009,277107,289003,336254
205999,272143,162655,199198,160417,156447
206000,39894,336254,283009,277107,289003
206001,331116,202355,214753,215613,199474
206002,272143,285343,175040,324823,162655
206003,272143,360447,362354,175040,64329
206004,199198,162655,64329,324823,198659
206005,293050,124749,124734,124350,123826
206006,272143,64329,324823,199198,162655
206007,168623,124228,25325,161425,36394
206008,272143,162655,156447,160417,64329
206009,272143,158536,64329,324823,285343
206010,96210,293513,270607,245041,50504
206011,336223,119193,271261,48403,59057
206012,87224,87174,87228,87205,87231
206013,96210,50504,336245,16087,270607
206014,218028,158541,202355,206785,162378
206015,96210,194289,336245,236610,285675
206016,272143,199198,198659,285343,160974
206017,96210,271262,194289,225010,157043
206018,273395,64329,175040,299697,324823
206019,183176,159938,119534,336220,292726
206020,336220,289090,235616,234269,336221
206021,20691,271262,284583,277067,337441
206022,183176,336245,348093,348109,348121
206023,277107,39894,331116,285908,202320
206024,293513,158882,50504,245041,96986
206025,272143,285648,158536,175040,162655
206026,272143,156447,162655,166283,156808
206027,272143,175040,324823,285343,162655
206028,352983,315105,271261,119193,129591
206029,272143,158536,324823,156447,162655
206030,272143,96166,64329,162655,182394
206031,336245,288440,233742,202476,96127
206032,183176,9308,128260,111043,233688
206033,158536,272143,336476,235230,187065
206034,336223,271261,95716,315105,119193
206035,336221,235616,42225,42960,206861
206036,272143,158536,160417,162765,64329
206037,183176,111043,215993,84914,120967
206038,336223,271261,95716,48403,315105
206039,36162,235105,283009,158772,289003
206040,272143,162655,156447,64329,160417
206041,336245,20691,183176,32088,288440
206042,272143,175040,285343,64329,199198
206043,183176,128260,215993,283505,208150
206044,336220,337192,289090,277491,70214
206045,87194,87213,218028,206785,202355
206046,183176,47854,119488,224354,128260
206047,331116,362322,211415,160290,211732
206048,124748,123757,124352,123368,172576
206049,293513,285377,225010,285675,336245
206050,156296,8497,50504,158882,168784
206051,272143,162655,64329,160417,199198
206052,234698,336221,235870,214631,300082
206053,336223,48403,271261,59057,31836
206054,183176,215993,111043,236517,119534
206055,272143,162655,160417,64329,42422
206056,343256,277492,277491,293513,70217
206057,225010,16087,271262,236610,293513
206058,272143,199198,160417,162655,166581
206059,272143,162655,199198,64329,156560
206060,96210,270607,50504,336245,245161
206061,336223,315105,271261,352983,129591
206062,214753,199474,215613,209236,96141
206063,235616,289090,59681,277491,160142
206064,272143,175040,162655,156447,285343
206065,272143,199198,64329,162655,285343
206066,343256,277491,293513,277492,70217
206067,331116,87213,218028,87215,159645
206068,272143,64329,162655,199198,285343
206069,277107,29872,235105,199475,321350
206070,293513,57748,270607,245161,285377
206071,183176,111043,283505,215993,234006
206072,211442,205824,36162,209122,234481
206073,272143,285648,324823,199198,175040
206074,272143,162655,175040,324823,199198
206075,156447,160417,64329,285343,175040
206076,293114,124667,96755,124749,293050
206077,211442,205824,30760,36162,209122
206078,293050,293114,124749,96755,123289
206079,272143,64329,175040,199198,162655
206080,183176,283505,234006,215993,111043
206081,237822,168416,160748,343256,168401
206082,205824,36162,50644,206415,235105
206083,336223,315105,271261,119193,162596
206084,331116,218028,209236,199474,284802
206085,272143,299697,162655,199198,175040
206086,183176,233688,283505,234006,215993
206087,183176,111043,277492,128260,119534
206088,272143,47999,162655,160417,64329
206089,272143,175040,199198,285343,162655
206090,272143,64329,199198,162655,158536
206091,124748,123757,198144,124228,235028
206092,199198,64329,182394,162655,175040
206093,272143,199198,64329,162655,324823
206094,183176,224354,207828,159938,111043
206095,336245,96210,285377,50504,285675
206096,272143,64329,199198,162655,175040
206097,96210,20691,96103,233742,32088
206098,57748,202652,70215,50504,235443
206099,293301,257291,285719,233717,159762
206100,96210,336245,20691,336910,32088
206101,272143,162765,64329,160417,158536
206102,87224,87228,87205,87211,87192
206103,272143,175040,299697,199198,64329
206104,202355,218028,158541,199474,209236
206105,272143,175040,285343,162655,324823
206106,331116,202355,218028,214753,215613
206107,272143,64329,156447,175040,162655
206108,272143,156447,162765,162655,160974
206109,331116,158541,218028,87215,87213
206110,293513,50504,158882,235287,336245
206111,107078,108856,156355,107013,129434
206112,272143,285648,64329,175040,162655
206113,336220,289090,235616,234269,160142
206114,129434,62567,59057,161506,161801
206115,336245,20691,183176,96210,233742
206116,20691,288440,183176,96210,9308
206117,272143,285648,64329,175040,157770
206118,336245,183176,234269,235854,293513
206119,36162,277107,352979,50644,235105
206120,336245,20691,183176,96210,111043
206121,272143,64329,162655,199198,166581
206122,50644,211442,209122,168743,156279
206123,272143,162655,285343,199198,175040
206124,156560,285342,162765,205861,338350
206125,62464,336223,95716,315105,271261
206126,234698,235616,235870,315105,95716
206127,123757,124228,123909,161425,123818
206128,36162,277107,209122,235105,70986
206129,235230,272143,199197,156560,206168
206130,272143,175040,324823,285343,199198
206131,336223,59057,31836,48403,119193
206132,96210,50504,336245,270607,285377
206133,336220,289090,235616,234269,277491
206134,50644,211442,30760,156279,168743
206135,272143,199198,162655,156447,158461
206136,20691,336245,288440,233742,202476
206137,336220,289090,337192,190999,235854
206138,272143,64329,156560,162655,199198
206139,108856,128551,83534,129434,158906
206140,20691,271262,284583,58580,283764
206141,293513,199474,288528,337143,96210
206142,336221,234698,289090,95716,234269
206143,272143,162655,199198,64329,175040
206144,352979,283009,336254,39894,73506
206145,218028,336254,202355,57966,206785
206146,337735,284985,293114,272218,140528
206147,272143,64329,199198,162655,273395
206148,183176,284339,181585,336220,289090
206149,293513,288528,342452,199474,57748
206150,36162,331116,235105,207975,285908
206151,272143,162655,156447,160417,64329
206152,272143,199198,162655,64329,160417
206153,336254,157478,289003,331116,57404
206154,234481,50644,336254,156279,277107
206155,336221,234698,315105,119193,300082
206156,272143,175040,285343,162655,199198
206157,336245,293513,50504,158882,96210
206158,336223,271261,315105,95716,119193
206159,31520,336380,133160,303565,97082
206160,183176,348112,348093,20691,288440
206161,272143,175040,285343,199198,162655
206162,293513,158882,50504,245161,96986
206163,235854,336220,234267,289090,235616
206164,272143,175040,199198,324823,285343
206165,293301,257291,233717,156654,289126
206166,272143,64329,162655,273395,175040
206167,271262,236610,284773,96210,336245
206168,331116,199474,199372,237822,271061
206169,183176,215993,283505,128260,354086
206170,272143,64329,199198,162655,175040
206171,272143,199198,64329,324823,162655
206172,272143,175040,285343,199198,162655
206173,336245,20691,183176,348112,96210
206174,272143,156447,160417,199198,156560
206175,272143,175040,64329,199198,285343
206176,236444,124177,124352,284422,236951
206177,161506,141894,161801,133160,236553
206178,183176,283505,336245,215993,111043
206179,336245,96210,271262,288440,284773
206180,96210,58580,271262,313920,336245
206181,336221,156964,300082,235870,288321
206182,272143,299697,285343,162655,64329
206183,272143,160417,158536,156560,158082
206184,183176,336245,9308,233688,128260
206185,343256,57748,168564,277491,277492
206186,124177,123757,225124,215861,172576
206187,96210,271262,58580,336245,236610
206188,272143,64329,162655,140324,199198
206189,58580,96210,283764,236610,284773
206190,271261,95716,119193,48403,315105
206191,272143,162655,285343,64329,175040
206192,293513,57748,58619,202652,235443
206193,97530,289003,202381,331116,57966
206194,183176,111043,215993,283505,234006
206195,272143,156447,162765,166283,156560
206196,30760,36162,211442,209122,211732
206197,96210,58580,236566,20691,236610
206198,293513,270607,257291,245161,337143
206199,218028,336254,158541,157478,87213
206200,270607,96210,245161,50504,96986
206201,36162,50644,209122,277107,234481
206202,284985,293114,313996,158906,274907
206203,96210,58580,284583,288440,271262
206204,96210,168784,20691,362272,293513
206205,161801,160445,270799,141004,235525
206206,336223,48403,59057,119193,70830
206207,272143,64329,156447,199198,156560
206208,218028,202355,158541,214753,199474
206209,257291,233717,293301,159762,160132
206210,205824,50644,36162,70986,277107
206211,331116,218028,87213,87215,158541
206212,331116,218028,87215,87213,211732
206213,211442,156279,234481,50644,336254
206214,272143,199198,64329,166581,162655
206215,123909,124748,124228,161425,286108
206216,183176,111043,215993,336245,128260
206217,338350,271551,285342,235440,199197
206218,293513,96210,50504,158882,245161
206219,272143,199198,324823,64329,162655
206220,293513,270607,96210,336245,50504
206221,183176,283505,215993,354086,233688
206222,36162,277107,50644,283009,39894
206223,235616,32082,336221,208237,207963
206224,272143,285343,175040,162655,324823
206225,331116,87194,218028,87215,87213
206226,237822,199474,160748,202652,206763
206227,272143,156447,162655,160417,64329
206228,272143,64329,162655,273395,285343
206229,336245,233688,96210,215993,348112
206230,272143,158536,156447,336928,199198
206231,272143,285343,175040,162655,324823
206232,272143,199198,285343,162655,175040
206233,211442,156279,50644,205824,234308
206234,129434,156355,108856,293114,338339
206235,257291,233717,32750,313602,156723
206236,272143,64329,199198,162655,166581
206237,331116,336254,57966,5349,199372
206238,272143,199198,175040,162655,324823
206239,336223,315105,336221,271261,95716
206240,218028,158541,202355,162378,206785
206241,156622,285095,285435,161602,206730
206242,336220,235616,277491,234698,234269
206243,211442,205824,36162,156279,277107
206244,272143,175040,285343,64329,324823
206245,272143,64329,285343,162655,324823
206246,168623,25325,123909,161425,276970
206247,271262,284773,58580,236610,236596
206248,272143,107205,160417,285343,175040
206249,36162,211442,209122,30760,202370
206250,36162,202370,211442,156279,30760
206251,272143,162655,175040,285343,199198
206252,285343,199198,175040,162655,64329
206253,87224,160129,202308,129434,31520
206254,218028,87213,87215,158541,202355
206255,58580,236610,236566,284773,336245
206256,272143,175040,285343,199198,59673
206257,293513,271262,270607,285377,245161
206258,272143,175040,199198,162655,285343
206259,272143,175040,285343,162655,199198
206260,183176,336245,233688,108857,215993
206261,284985,129434,338339,156355,272218
206262,338350,284547,235440,313431,206730
206263,124748,123757,123909,124228,276970
206264,343256,199474,293513,337143,70217
206265,336223,95716,315105,271261,114456
206266,257291,289126,233717,166377,159762
206267,272143,175040,199198,162655,285343
206268,336254,50644,36162,159019,277107
206269,272143,285343,175040,162655,324823
206270,272143,64329,199198,162655,166581
206271,336221,156964,119193,95716,234698
206272,293513,160748,277720,211455,237452
206273,336221,156964,64409,236338,235870
206274,336220,289090,234698,234267,336221
206275,235990,198199,336380,337051,60252
206276,277492,354086,289090,336220,119534
206277,331116,202355,199474,237452,199372
206278,271261,95716,315105,119193,48403
206279,272143,158536,162655,199198,149623
206280,276970,237524,236207,95972,285379
206281,96210,58580,271262,313920,283764
206282,336220,289090,207848,59681,95716
206283,271262,293513,270607,245161,285377
206284,272143,175040,285343,199198,162655
206285,336221,32082,234269,42223,234698
206286,36162,277107,235105,206571,207758
206287,336245,20691,32088,288440,337441
206288,272143,199198,285343,162655,175040
206289,272143,64329,162655,199198,166581
206290,157825,129434,202308,87192,160129
206291,168623,123909,25325,276970,156625
206292,293114,293050,313996,338340,123826
206293,96210,58580,236566,202416,250043
206294,331116,215613,199474,271061,157815
206295,50644,211455,30760,205824,209122
206296,272143,199198,64329,324823,162655
206297,96210,270607,50504,245161,96986
206298,96210,236610,285377,293513,159943
206299,271262,270607,285377,293513,236610
206300,293513,337143,57748,235443,336934
206301,233717,237643,214800,58606,198820
206302,277107,39894,352979,336254,157478
206303,183176,348112,336245,285533,124679
206304,272143,299697,162655,175040,199198
206305,183176,336245,348112,348093,348109
206306,202355,218028,214753,215613,199474
206307,87215,87213,218028,162378,206785
206308,336223,95716,119193,315105,47718
206309,272143,64329,162655,199198,324823
206310,183176,336245,348112,348109,348093
206311,284547,272143,187065,285298,235230
206312,272143,199198,162655,175040,324823
206313,336221,64409,156964,235870,236338
206314,272143,64329,199198,324823,285343
206315,272143,285343,175040,162655,324823
206316,313431,284547,235230,272143,199197
206317,58619,293513,57748,183876,159275
206318,218028,336254,157478,199372,202355
206319,272143,199198,162655,285343,324823
206320,293114,272218,284985,124748,160940
206321,331116,87194,87215,87213,162378
206322,272143,175040,199198,324823,162655
206323,272143,285648,324823,175040,199198
206324,272143,199198,158536,64329,175040
206325,331116,218028,206785,202355,199372
206326,273395,162655,198659,285343,64329
206327,234698,64409,156964,336221,272188
206328,64329,162655,160417,156560,160974
206329,64329,162655,285343,199198,160417
206330,272143,285343,175040,162655,324823
206331,277107,289003,235105,331116,39894
206332,272143,175040,199198,285343,162655
206333,331116,87215,218028,158541,162378
206334,336245,348093,9308,327984,348112
206335,199474,206763,288528,337143,57748
206336,255354,293513,237822,337611,211455
206337,272143,158536,160417,175040,162655
206338,336220,235616,158794,289090,160142
206339,272143,64329,199198,160417,162655
206340,348113,336380,198199,158642,129434
206341,277107,158772,336254,39894,284470
206342,215613,96141,61594,315146,199474
206343,129434,124749,108856,128551,83534
206344,218028,202355,214753,215613,209236
206345,272143,64329,285343,162655,324823
206346,336220,289090,235616,277491,234267
206347,234698,95716,64409,315105,236338
206348,218028,87215,202355,87213,214753
206349,96210,271262,194289,284773,236610
206350,277492,235854,70214,36399,128260
206351,272143,285343,175040,162655,324823
206352,331116,202355,158541,87213,199474
206353,272143,64329,199198,162655,166581
206354,16087,50504,245161,293513,270607
206355,272143,199198,64329,166581,162655
206356,272143,156447,162655,160417,199198
206357,337143,293513,205869,57748,168637
206358,272143,199198,285343,162655,175040
206359,199198,156447,162655,198659,324823
206360,62464,156355,129434,124748,31520
206361,218028,87215,87213,202355,214753
206362,272143,64329,162655,285343,299697
206363,272143,199198,162765,64329,156560
206364,64329,199198,162655,285343,175040
206365,168623,123818,124228,161425,276970
206366,199474,202355,237822,214753,199372
206367,158536,199198,162655,324823,175040
206368,277107,352979,235105,336254,283009
206369,272143,156560,199197,336476,156624
206370,288528,159275,293513,158036,156713
206371,272143,64329,199198,162655,324823
206372,128957,124748,123826,124734,293062
206373,272143,199198,64329,324823,162655
206374,183176,215993,233688,234006,208150
206375,272143,324823,64329,285343,273395
206376,183176,233688,71601,71558,111043
206377,336254,289003,277107,235105,352979
206378,124350,123289,124194,124748,236444
206379,123909,301030,97082,108856,83534
206380,96210,270607,50504,158882,245161
206381,351995,293114,352508,124749,293050
206382,331116,157478,57966,202381,39894
206383,336220,289090,235616,234269,160142
206384,293513,337143,159275,57748,288528
206385,272143,64329,199198,162655,166581
206386,331116,157478,207603,57966,289003
206387,133160,288320,31836,214206,63307
206388,211442,36162,234481,50644,205824
206389,183176,348112,9308,285533,233688
206390,336245,348121,348114,96210,20691
206391,234928,277107,207975,36162,234308
206392,215613,209236,199474,96141,199372
206393,272143,64329,175040,324823,285808
206394,272143,162655,157770,175040,64329
206395,87224,129434,124180,124353,305094
206396,168623,108855,257291,202676,160131
206397,20691,96210,288440,183176,233688
206398,237822,255354,298978,97616,160748
206399,272143,199198,64329,156560,198659
206400,213877,199474,337143,272514,209245
206401,285343,162655,160417,199198,324823
206402,336223,123909,119193,315105,95716
206403,272143,285343,175040,162655,324823
206404,272143,64329,162655,285343,199198
206405,272143,64329,199198,162655,175040
206406,31520,87224,87205,129434,133160
206407,30760,36162,205824,277107,209122
206408,272143,162655,64329,285343,175040
206409,124748,124352,123757,172576,157844
206410,96210,336245,337441,288440,32088
206411,266024,199474,337143,293513,288528
206412,293513,288528,214658,199474,337143
206413,272143,160417,199198,156560,156447
206414,237822,337630,199474,95688,160748
206415,331116,157478,97530,289003,202381
206416,58193,235440,284547,161602,285342
206417,272143,162655,157770,199198,175040
206418,272143,157770,64329,156447,162655
206419,218028,87215,87213,202355,158541
206420,272143,64329,162655,285343,299697
206421,235616,289090,234698,277491,160142
206422,277107,352979,39894,289003,336254
206423,50644,36162,277107,224730,209122
206424,183176,111043,233688,215993,234006
206425,119193,95716,271261,315105,48403
206426,96210,271262,194289,65991,236610
206427,108855,286321,206027,257291,271921
206428,272143,64329,199198,162655,160417
206429,331116,209236,202559,214753,158541
206430,336223,315105,95716,119193,48403
206431,237822,337630,95688,160748,293513
206432,96210,158882,270607,245161,336245
206433,336223,119193,48403,59057,31836
206434,271261,119193,48403,59057,270229
206435,183176,283505,234006,215993,354086
206436,272143,162655,160417,199198,64329
206437,20691,288440,337441,233742,32088
206438,9308,183176,336245,285533,236512
206439,108855,286321,257291,271921,160131
206440,352983,234698,271261,315105,95716
206441,331116,289003,39894,277107,283009
206442,336220,289090,354086,128260,277491
206443,211442,156279,234481,277107,36385
206444,293513,96210,336245,158882,270607
206445,336245,20691,288440,96210,183176
206446,183176,181585,336220,289090,159938
206447,124748,123757,276970,123909,124352
206448,272143,64329,162655,352116,199198
206449,168623,257291,205846,233717,284410
206450,157815,211723,355163,211401,161872
206451,257291,289126,161439,162296,233717
206452,336223,271261,270229,119193,48403
206453,272143,175040,162655,199198,285343
206454,336254,331116,218028,207603,157478
206455,331116,218028,209236,162378,199474
206456,272143,162655,324823,285343,64329
206457,331116,218028,159645,202355,199474
206458,271261,119193,129165,48403,59057
206459,293513,270607,336245,96210,245161
206460,36162,336254,289003,277107,283009
206461,272143,162655,64329,199198,160974
206462,293114,124749,293050,128551,313996
206463,277107,36162,158772,331116,206415
206464,331116,157478,97530,289003,57966
206465,272143,199198,162655,175040,324823
206466,284442,157078,285435,338350,207994
206467,64409,336221,235870,288321,214631
206468,272143,162655,64329,199198,162765
206469,162655,64329,199198,198659,156447
206470,158536,272143,64329,156447,162655
206471,336254,36162,289003,277107,194561
206472,30760,50644,36162,214514,224730
206473,168623,108855,257291,160131,206027
206474,331116,202355,206120,209236,218028
206475,331116,218028,202355,214753,202559
206476,119534,128260,70591,336220,307779
206477,272143,64329,199198,175040,158536
206478,331116,157478,97530,289003,277712
206479,161506,161801,124748,31520,133160
206480,36162,124598,277107,289003,39894
206481,20691,9308,183176,348112,348093
206482,32082,336221,29953,234698,95716
206483,183176,336245,348112,233688,111043
206484,336220,235616,289090,277491,336221
206485,124748,123757,124228,123818,123909
206486,336223,315105,95716,119193,42298
206487,272143,64329,199198,285343,175040
206488,277107,352979,39894,30389,289003
206489,235616,336221,32082,234269,208233
206490,336221,156964,64409,235870,236338
206491,277107,331116,336254,289003,39894
206492,336223,271261,95716,315105,48403
206493,199474,157441,337143,237822,168838
206494,209122,50644,36162,202370,205958
206495,331116,158541,237452,202355,218028
206496,293114,123909,96755,156355,124748
206497,272143,162655,199198,156560,64329
206498,36162,50644,277107,158772,284470
206499,277492,354086,336220,352901,289090
206500,272143,199198,162655,285343,64329
206501,96210,293513,270607,50504,336245
206502,343256,168416,211415,168401,336245
206503,183176,336245,327984,348093,283192
206504,343256,293513,277492,277491,288528
206505,331116,162636,157478,159652,336254
206506,272143,199198,64329,324823,162655
206507,57748,293513,285377,159275,245161
206508,272143,162655,199198,273395,64329
206509,168623,123290,277068,276970,123909
206510,293114,293050,123289,124350,124194
206511,272143,175040,199198,64329,299697
206512,272143,285343,324823,162655,64329
206513,331116,218028,202355,214753,199474
206514,50644,36162,30760,209122,277107
206515,336221,235616,235870,95716,236338
206516,336245,96210,20691,58580,271262
206517,237822,161872,199474,160748,255354
206518,336223,95716,315105,352983,119193
206519,272143,156447,162765,160974,162655
206520,183176,283505,215993,234006,111043
206521,156447,160417,175040,324823,64329
206522,199474,159266,14748,206763,74722
206523,331116,157478,289003,57966,207603
206524,348113,31520,303331,198199,337051
206525,272143,175040,162655,199198,285343
206526,293114,158906,124749,313996,96755
206527,96210,288440,233742,271262,277067
206528,162655,285343,64329,199198,175040
206529,336245,96210,225010,293513,236610
206530,129434,133160,211856,214474,31520
206531,211442,50644,36162,234481,30760
206532,352983,315105,336223,271261,119193
206533,162655,156447,64329,324823,285343
206534,336220,289090,337192,284096,235854
206535,272143,199198,64329,162655,198659
206536,336221,234698,271261,336223,95716
206537,293513,337143,205869,288528,209013
206538,336245,215993,348112,233742,159529
206539,272143,162655,285343,175040,199198
206540,272143,235230,199197,198659,313431
206541,272143,199198,64329,162655,175040
206542,235616,289090,234267,277491,234698
206543,10370,133160,123756,87224,119109
206544,168623,108855,257291,323550,156623
206545,331116,218028,199372,87215,162378
206546,336220,289090,234698,235616,234267
206547,293513,57748,159275,96210,8497
206548,272143,64329,199198,285343,162655
206549,36162,50644,277107,235105,30389
206550,124350,123289,124734,283392,124194
206551,272143,64329,199198,156560,156447
206552,272143,199198,175040,158536,324823
206553,175040,162655,324823,198659,156447
206554,272143,199198,64329,156560,156447
206555,272143,162655,324823,64329,285343
206556,331116,218028,87213,162378,87215
206557,272143,199198,162655,64329,324823
